NAMA,NPWP,skala_usaha,nilai_transaksi,jumlah_transaksi,score
Orbin Cab,566663099457555,1,,,
Orbix,563024218358555,1,,,
Orbrix Light Innovation,492766206179555,1,,,
Orelli Lights,573617211179556,1,,,
Orgaburst,218669807971555,1,872408520,14,49.24
Organa Root,979782296980555,1,,,
Organiqa,305013487450555,1,623198705,34,32.19
Organza,572107915256555,1,,,
Origin,567353928991555,1,,,
Orion,561091757886555,1,,,
Ossum,576642115387555,1,,,
Ostelle,491381575991555,1,,,
Otrix,408778509193555,1,,,
Ots On The Spot,360887367170555,1,2513482896,50,62.59
Ottomattic,563938619157555,1,76500110,2,13.59
Outback,564006836573555,1,,,
Outdoors,803453043170555,1,,,
Outgaze,569126720270557,1,,,
Outjinx,577181097360555,1,,,
Outjump,366585310167556,1,69298382,3,61.35
Outjuts,216634191192555,1,,,
Outkick,532919425179555,1,,,
Overjoy,565554313388556,1,,,
Overmix,765712919197555,1,,,
Overtax,562367661406555,1,76155555,1,61.35
Oviform,587139178088555,1,,,
Own Fresh,565563207286556,1,26492668,17,61.35
Oxazine,563740435198555,1,93203700,36,45.66
Oxcarts,577372191407555,1,,,
Oxymora,388493549907555,1,,,
Oxyphil,862902290406556,1,,,
Ozillin,319820895167555,1,3181494541,26,62.79
Ozonise,570220809987555,1,133606707,25,41.58
Ozonize,861284888170555,1,,,
Ozonous,797266985156555,1,,,
Pagac Inc,560569524677555,1,,,
Pajamas,586486636074555,1,,,
Palazzi,466196826108555,1,6454247837,74,14.17
Palm,562897121476555,1,,,
Paloma,563324303256555,1,,,
Panchax,861540497154555,1,,,
Panzers,274031114378555,1,3639288546,21,62.71
Paper Boat,576452125276555,1,67555555,1,61.35
Parker O'Keefe And Donnelly,499200833668555,1,,,
Parksville,869315122159555,1,,,
Parrent,569104081169555,1,,,
Pawkily,486391290279555,1,,,
Peace,274686178074555,1,103967930,6,61.13
Peacock,579966406276555,1,,,
Pebble,516319913067555,1,,,
Peccavi,298100566164555,1,,,
Pectize,389244356068555,1,637530317,45,60.46
Pemphix,487035615174555,1,2188282812,5,61.35
Pencil Thread,574603988259555,1,9740128592,176,17.18
Pencil Zip,464214421058555,1,,,
Peptize,251454695162555,1,1867433593,29,29.49
Perini,519117175087555,1,,,
Perplex,565551921388555,1,,,
Pfannerstill  Blick,569269381678555,1,983097150,6,38.69
Pfeffer  Kihn,577884443854555,1,,,
Pharynx,585083416171555,1,,,
Phatsie Crew,569371944198556,1,4954322155,141,63.57
Phenofeel,585047068386555,1,,,
Piazzas,276250837170555,1,2151205353,25,56.12
Pickoff,572578770401556,1,,,
Pickups,574260538376555,1,1917224241,60,16.34
Piknik,483086802061555,1,,,
Pink Pie,566970494386555,1,,,
Pink Ray,862095970172555,1,,,
Pinklvep,569317263101555,1,,,
Pint,575333011272555,1,61818181,1,61.35
Pinwheel,567729816167555,1,564868670,15,30.69
Pippin,586220447379555,1,,,
Pirojki,575149353063555,1,,,
Pixyish,490062125366555,1,,,
Pizazzy,564764129266555,1,,,
Pizzazz,317333881100555,1,,,
Planet,566555586671556,1,,,
Plaques,866306761169555,1,868066,4,61.35
Play,563948891278555,1,,,
Play Coach,862017121198555,1,,,
Playlette,587328672401556,1,71111110,2,61.35
Plotit,860491161079555,1,,,
Plotzed,560294469370555,1,,,
Ploy,560642271256555,1,,,
Ploybeat,975022636452555,1,,,
Plumbic,562708633106555,1,,,
Plumbum,417327932278555,1,,,
Podzols,862424127058555,1,,,
Polar,312783173980555,1,11480494,59,59.13
Power Up,566692270497555,1,446514332,10,38.69
Pragyan,512062384098555,1,288362510,25,61.35
Pratham,492437228458555,1,,,
Precise Power,575306241361555,1,,,
Prepack,562245808496555,1,6223502963,53,61.02
Presso,576271279287555,1,,,
Prestige,586601002386555,1,,,
Prime,264610392451555,1,,,
Princox,566782913256556,1,,,
Prismcore,596820370170555,1,6123416477,212,23.20
Pristine,376730631406555,1,86111110,2,61.39
Prizing,564826839359555,1,,,
Promont,316375695068555,1,245844701,4,19.80
Proximo,862848354192555,1,6669874420,179,14.55
Psychic,564306707983555,1,2632945440,76,32.04
Psychobelly,586816653407555,1,71305555,1,61.35
Psychotrone,216794193171555,1,328089855,61,61.35
Pto (Please Turn Over),394672478087555,1,3688209405,274,34.01
Pube,574993298269555,1,,,
Pubicoil,483903709194555,1,,,
Puff Chuck,387683466087555,1,864137883,3,61.35
Puffily,522482109061555,1,123536716,12,11.45
Puffing,569420750169555,1,2741929885,7,61.35
Pulse,563948891278556,1,,,
Pulse And Dragon,562140892277555,1,4071802980,60,11.13
Pulsester Child,573798591169555,1,,,
Pumping Station,418714452273555,1,,,
Pumpkin,210543661279555,1,,,
Pumpty Dumpty,511564315358555,1,,,
Punq,562631058179555,1,1153794665,3,61.35
Purdy  Mckenzie,200635543870555,1,232789625,10,30.80
Pure Masti,562630603179555,1,,,
Pure Plenty,572294473066555,1,1310570344,15,28.47
Purefect,570674130179555,1,,,
Purelly,483213794167555,1,,,
Puresip,588831369407555,1,4012654323,9,41.83
Purpose,496714061273555,1,,,
Purrblett,491277262108555,1,,,
Putzing,538237309286555,1,3273534883,14,35.72
Pyjamas,276735866154555,1,,,
Pylon Farm,569466383078555,1,,,
Pyrexic,463402829406555,1,,,
Pyro,514089197167555,1,1277048929,48,32.18
Pyro Hero,566706500277555,1,,,
Pyroclastic,526163028356555,1,,,
Pyxidia,578219813269555,1,1004957775,5,46.19
Qabala,279320977386555,1,,,
Qnekt,563309456452555,1,98333300,60,44.06
Qoolqi,565383077367555,1,255112527,57,18.75
Quaffs,492553091079555,1,,,
Quagga,575419764407555,1,,,
Quaggy,561667667359555,1,,,
Quahog,698604316350555,1,,,
Quahog Totem,561917377170555,1,,,
Quaich,519623709179555,1,1593798,16,61.35
Quaigh,569679268359555,1,,,
Quail Thanksgiving,860150866278555,1,2150938224,14,61.35
Quails,765967002087555,1,159146376,9,59.68
Quaked,500209245357555,1,,,
Quakerdope,113298700453555,1,2234330650,95,12.88
Quakes,213707727258555,1,3189151912,18,40.17
Quality Con Troll,566668983359555,1,,,
Qualms,560713288169555,1,,,
Quantum Taco,577609818287555,1,2642714309,11,12.86
Quark,511820487197556,1,6746015281,506,28.75
Quarkie,513060724406555,1,37042730,7,61.35
Quatro 7,564995859477555,1,,,
Qubits,566717368350555,1,,,
Que,565176580270556,1,,,
Queasy,863522939063555,1,,,
Queen Beam,588818135289555,1,,,
Queen Conundrum,577227031407555,1,,,
Quells,569669095367555,1,6103471016,14,61.35
Quench,540443604452555,1,77471841,12,61.35
Quencha,618991280496555,1,,,
Quest Cab,570373210387555,1,,,
Questionable Behaivor,462972733167555,1,,,
Queued,597632509100555,1,3528135,5,53.12
Quick,203542348069555,1,,,
Quick Cuts,562631304179555,1,35282830,5,61.35
Quick Tart,303950252060555,1,2261623,18,40.68
Quickbake,525341452359555,1,,,
Quicks,563070395097555,1,,,
Quickwish,470741874356555,1,93365,3,42.71
Quimby Heights,310145078154555,1,973565214,35,31.46
Quinin,561850386386555,1,,,
Quinine Therapy,565563266277555,1,,,
Quinol,975481081366555,1,,,
Quippu,560346400277557,1,,,
Quippy,573622300279555,1,,,
Quipus,574889175172555,1,864875722,3,61.35
Quirky,575626451354555,1,,,
Quitch,575757924376555,1,4840916820,66,61.58
Quizmo,527981588090555,1,,,
Quorum,575966418366556,1,,,
Qyist,563218392356555,1,,,
Rabid,570404841198555,1,,,
Rabid Peak,569154647386555,1,2930902792,11,9.69
Raccoon Tour,293336918350555,1,,,
Raclette,518122222359555,1,,,
Radiant Butane,296723336100555,1,9516402236,138,28.20
Radiant Cab,565385726106555,1,,,
Radiant Penguin,511095823170555,1,,,
Radient,258785135079555,1,8395829755,155,13.25
Radio Certainty,577502187097555,1,,,
Radius Nine,364221047354555,1,,,
Rail Jail,562530829387555,1,,,
Rain Fire,862165062157555,1,,,
Rain Monkey,561977619496555,1,,,
Raindrop,569688309459555,1,5678058123,449,26.70
Rainforest,567807259156555,1,,,
Raining Governments,869877016409555,1,,,
Raisin Hell,716689331170555,1,,,
Rajhans,560573674356555,1,342243630,26,32.24
Ranch Cross Dressing,307140171352555,1,246974746,6,44.48
Rancho Botox,277825757159555,1,194537610,48,31.40
Rancho One Bowl,208271778258555,1,2639809747,14,61.35
Rancho Viagra,311366903409555,1,724747265,3,40.17
Random Gland,353602332163555,1,7540847010,20,41.66
Randy,765278937097555,1,,,
Rank,577615585287555,1,,,
Rap Doodle,269058801074555,1,4374306431,39,61.76
Raspberry Perfect,587956647407555,1,610836800,14,40.17
Rasta Static,587958346351555,1,,,
Rau  Schoen,216609417952555,1,48695495,9,61.35
Rau Frami And Hauck,566588280859555,1,,,
Raw Harm,563150849286555,1,,,
Rayberg,587274914407555,1,7070356541,12,18.26
Rayfeld,569268217667555,1,7344096338,26,61.35
Rays Of Wish,569607061478555,1,,,
RazorS Edge,367675757157555,1,,,
Read It And Weep Freak,576078914459555,1,1830314957,325,15.34
Reboot,560763887388555,1,,,
Rebuttal Rocket,372743141198555,1,312776995,11,30.45
Recall,571906857098555,1,4513323685,431,19.89
Recess,293847561476555,1,,,
Red Heart,383314344163555,1,,,
Red Nerve,566973637158555,1,8909270801,8,61.35
Red Panda,562803002388555,1,,,
Red Shift,573029870361555,1,,,
Red Thunder,515954140359555,1,118967799,8,61.35
Red Thunder Taxi,562502994467555,1,,,
Red Tristan,515048796102555,1,3755449768,66,63.39
Red Wedding,571122063401555,1,,,
Redblast,564861869388555,1,,,
Redneck Sure,569126720270556,1,,,
Reform Torn,494191377100555,1,,,
Regency,567050773350555,1,,,
Rehab Groupies,585497220287555,1,656983637,1,61.35
Relief Ministry,575541110167555,1,1189299035,19,61.47
Rempel Inc,568787286761555,1,,,
Renner Klocko And Runolfsson,585606335554555,1,,,
Rent,560764909388555,1,,,
Repittance,560642246256556,1,,,
Repo Mantis,578891753366555,1,,,
Republic,573077986272555,1,,,
Rest In Peat,386086661256555,1,,,
Retail Hell,563429791087555,1,964952807,20,61.35
Retreaty,406232034163555,1,,,
Retro Cocoa,391520399406555,1,,,
Retro Plum,566651292256555,1,79090921,2,61.35
Retro Ready,527764372170556,1,152031552,31,58.07
Retro Sin,214852827109555,1,,,
RetroYo,915273842456555,1,917014323,9,30.69
Reva,573945505670555,1,3304735400,60,11.22
Revering Paula,575670646409555,1,5900148909,23,29.26
Revisionass,567059832367555,1,,,
Revv,512932984170555,1,932447660,12,61.35
Reynolds Group,282230551526555,1,,,
Rhesus Buttercup,488320121179555,1,,,
Rib Cake,561660355356555,1,,,
Riboflavin,311302948278555,1,2198492726,74,61.29
Rick And The Prickets,196677289088555,1,,,
Right Hand Red,477934926561555,1,,,
Ringers Lactate,574714488471555,1,,,
Ringmaster Moses,562892138386555,1,8080593556,12,61.35
Rio Rocinante,456016646356555,1,474275753,14,58.06
Rippin And Sons,516447243669555,1,228057967,12,40.17
Ripple Effect,569130209159555,1,1137016813,91,30.90
Riseberg Cement,256094157497555,1,7214644769,34,42.39
Rising,577623199452555,1,,,
Risky Pesto,566653868266555,1,60555555,1,61.35
Ritual Wave,576039256077555,1,,,
Ritz,578494505377555,1,,,
Riverhead,569420717159555,1,4661696776,593,31.03
Rivet Machine,291178114088555,1,,,
Road Krill,577520120179556,1,,,
Road Mommas,284846275167555,1,,,
Roadkill Penguin,539591979457555,1,173882030,12,30.69
Roast Beef,511577964377555,1,,,
Robert Dole And The Heartburners,516933665269555,1,,,
Roberts Weissnat And Morar,562624929570555,1,,,
Robin The Hood,525442837100555,1,3685861505,619,10.91
Robo Tox,560346400277558,1,,,
Robutt,491980715471555,1,,,
Rock And Roll Picnic,395086256477555,1,,,
Rock Codpiece,577707802268555,1,1020586084,69,46.41
Rock Hill,925754437179555,1,,,
Rock Meat,578891207366555,1,,,
Rock My Pony,562145190407555,1,,,
Rock Of Aged,563023434367555,1,7554938147,55,30.84
Rock Okra,277647359198555,1,,,
Rock Oprah,860064800452555,1,9550173930,95,22.04
Rock Paper Sisters,561642395276555,1,,,
Rock Ruuk And Chuca,587140950361555,1,,,
Rocket Red,569893436286555,1,13477272,5,61.42
Rockyard,574490143408555,1,,,
Rocovva,380462005102555,1,1719501580,8,61.35
Rodent Scholar,566652654256555,1,205555555,1,61.35
Rogue Temptation,371210894198555,1,,,
Roll The Dole,585561538163555,1,130056110,2,61.35
Roll Troll,576839721406555,1,67055555,1,61.35
Rolling Hypnotherapy,561623874453555,1,80783860,52,60.31
Rolling Skone,376890740170555,1,82188383,3,60.04
Romaguera  Hackett,274015200596555,1,,,
Roman Tess,351822635406555,1,5093766427,33,10.31
Romeo Mauve,518536342098555,1,,,
Rooster Fuzz,567933251269555,1,,,
Roostin Pete,562804521388555,1,,,
Roscoe,468444040566555,1,1745988885,7,61.35
Rosecea Stone,562101710389555,1,,,
Rosetta,218992266061555,1,,,
RoseveltS Revenge,586761451401555,1,1304761452,15,62.69
Rosy Slang,542488270359555,1,,,
Rot Dog,567052993356555,1,,,
Rot Garden,596499009166555,1,3849349247,144,24.95
Rough Age,560213261269555,1,,,
Royal Crest,365716959157555,1,7042969975,215,40.34
Royal Root,519763513358555,1,,,
Royal Tease,522809826387555,1,,,
Rude B And The Syndrome,563245585286555,1,,,
Rude Therapy,568077157406555,1,8774357015,2,41.53
Rudimentary Tuna,281834991287555,1,,,
Rug Rockers,566693161407555,1,,,
Rum Pum,389861332497555,1,,,
Rumpus Womb,367504153358555,1,905555,1,61.35
RunAMonkey,495438926179555,1,,,
Runaway A Day,574786023400555,1,2040018748,30,32.15
Runaway Nanny,576641283387555,1,,,
Runaway Proton,494551499194555,1,,,
RunawayADay,613274928401555,1,,,
Runte  Kutch,862448433581555,1,,,
Runte Group,566918495879555,1,,,
Rush Limbo,302881292497555,1,342829092,2,61.35
Rushmore,574769195388555,1,,,
Rust Park,560820950361555,1,,,
Rutherford Russel And Mclaughlin,408776735888555,1,,,
Ryan,577680959279555,1,159353443,21,52.39
Saatvik,216925540167555,1,9622030297,13,60.16
Sabertooth,586330808407555,1,15772855,1,61.35
Sacred Cowboy,561017051361555,1,,,
Sad Maggots,269088238163555,1,7943084201,23,28.71
Saddle Scores,562764479196555,1,76355555,1,61.35
Saddle Soars,571450555406555,1,,,
Sadistic Sheep,560827138376555,1,,,
Safety Dunce,510682134467555,1,,,
Saffron,217275176460555,1,,,
Safr Morley And The Pissants,860067864088555,1,5786962961,456,18.91
Sage,866415174906555,1,203393309,84,61.35
Sahara Cookie,212737527102555,1,753916665,3,61.35
Saint Bonneduce Of Danny,587230660277555,1,7521911028,25,10.03
Salami Count,705928328099555,1,1366440620,36,61.35
Salmonella,276686448191555,1,,,
Salmonella Fitzgerald,564773708169555,1,290541277,10,24.92
Salt Machine,560368398388556,1,,,
Salty Dogma,577364966407555,1,1097799868,22,30.69
Salty Pudding,569647273388555,1,,,
Salty Thursday,561660462356555,1,,,
SamanthaS Chicken,561602860407555,1,315555,1,61.35
Sand Waves,576064971450555,1,,,
Sandy Cab,765144434401555,1,,,
Sandy Muff,578892199366555,1,,,
Sanford Luettgen And Grady,579587319868555,1,,,
Sanity Ninos,579864708468555,1,,,
Sankalp,532714238102555,1,1521557449,10,61.35
Sans Charo,575635948451555,1,2161638785,286,14.01
Sans The Dog,522626560366555,1,,,
Santa Stroika,526238616453555,1,1189979647,56,26.11
Santa Virus,569681419458555,1,2061723969,582,32.80
Sap Detectives,560855840401555,1,109127283,2,61.35
Sapphire,391214338969555,1,8092046386,289,12.62
Sar Donic,364413752586555,1,1572179890,18,61.27
Sar Donovan,576755901387555,1,,,
Sara Bellum,302908004170555,1,,,
Sara Tone And The Figs,250942890193555,1,1977148270,114,61.35
Sarasonic,458244493497555,1,,,
Sasquatch,471416508170556,1,,,
Sassybox,287320942769555,1,1108710583,9,61.35
Satis,385371821172555,1,,,
Satterfield And Sons,561142394957555,1,118648309,14,60.20
Sbut,318852434377555,1,,,
Schaden  Weber,282112064957555,1,1946565155,185,30.27
Schmeler Hoeger And Rohan,365824579886555,1,3623103258,102,30.16
Schmitt  Hills,560406057062555,1,12802105,7,10.06
Schoen Boyer And Koepp,299263397530555,1,3676870959,144,62.53
Schoen Stracke And Nader,587762078758555,1,,,
Seahorse Agency,315497078286555,1,,,
Seasons,385673335172555,1,7964338117,553,28.46
Seastone,560233424452555,1,16866680,11,61.35
Seeven,566692443409555,1,1414420,2,61.35
Sensense,561277655451555,1,713574833,53,62.69
Shack And Sip,578618190406555,1,,,
Shades,575626584352555,1,,,
Shadow Box,562536448387555,1,,,
Shadow Stone,575415770407555,1,,,
Shanahan And Sons,579709616988555,1,9221977077,480,22.85
Sharan,565576153468556,1,,,
Shashwat,569039776496555,1,,,
Shelter,572399993100555,1,,,
Shree,561017240361555,1,,,
Shreysiddh,408821770171555,1,,,
Signature,578810084386555,1,,,
Silkia,563024200358555,1,,,
Silver Hill,578781101289556,1,,,
Single,575844862273555,1,,,
Sinspin,538433906451555,1,6832078086,58,62.69
Sipes  Gusikowski,765357451987555,1,,,
Sirprise,561612596497555,1,,,
Skiles Llc,297062767950555,1,,,
Skippity,576819055278555,1,,,
Skyvista,569038610496555,1,,,
Skywagon,565556716268555,1,,,
Smiley Panda,266837407109555,1,,,
Smith White And Barton,970738984968555,1,,,
Smitham  Hickle,269927793072555,1,,,
Smondo,560763283388555,1,,,
SMores,564517834356555,1,,,
Snap,867625187451555,1,,,
Solidray,254968735452555,1,129395455,3,61.35
Soundgear,564778725266555,1,,,
Sparkle,575954610866555,1,,,
Sparko Sea,575841793277556,1,,,
Sparmoni,563806081458555,1,,,
Spheny,576456492167556,1,,,
Spherix Screw,355191738357555,1,762641436,12,14.18
Spice Man,361568495407555,1,1144355509,62,64.72
Spiciffy,272979963387555,1,,,
Spicy Velvet,575955280361555,1,,,
Spicy Wind,561598250277555,1,336298720,4,61.35
Splash Lighting,273321062272555,1,89072351,5,61.35
Splendid,569611269377555,1,,,
Spokky,577638389386555,1,,,
Sponteniety,409716904287555,1,,,
Spot Delight,568023827401555,1,201005105,16,61.41
Spotshot,568941343578555,1,,,
Springbot,519123189554555,1,,,
Spunky,568794437578555,1,,,
Ssiinn Lighting,585869083572555,1,8078809459,1158,33.40
ST Dingleberry,587387983277555,1,,,
Stanton And Sons,562169067950555,1,,,
Static,568545262558555,1,,,
Stella,565564809582555,1,31856740,8,61.35
Stewit,562623442573555,1,,,
Stubby,862315253581555,1,1390691175,73,40.81
Style Blast,544123103589555,1,569077584,36,30.55
Subtle,568471620587555,1,2588315933,166,32.40
Suggar Daddy,566604150574555,1,75555555,1,61.35
Summer Smee,568442060558555,1,13815190,17,61.49
Sunday Treat,568884931574556,1,,,
Sunfly,576378801551555,1,736261760,32,40.17
Superbox,568482106571555,1,1855895766,144,15.32
Supreme,295659865587555,1,3773419150,44,13.23
Supremecy,595904084859555,1,,,
Surespice,570759438586555,1,2419940309,25,28.81
Sweet Frost,560376845886555,1,,,
Sweet Layer,595997617559555,1,,,
Sweet Sense,562928744566555,1,,,
Sweet Thoughts,562581111559556,1,687383820,32,60.33
Swirlly,568285065569555,1,3894849436,22,58.52
Taco Till,518817686530556,1,,,
Tagalongs,562157805567555,1,,,
Take,568958358578555,1,,,
Tangy,563041099569555,1,2162971134,92,61.16
Taste Spark,568851478568555,1,,,
Taste Win,568836305589555,1,781819,1,61.35
Tastywings,596989936592555,1,,,
Taxi Element,484231314551555,1,,,
Tee Tractor,575703654562555,1,86947775,5,61.35
Teens,568184399568555,1,796376935,8,30.69
Teespire,576650126554555,1,,,
Teflon,315910300522555,1,9055555,1,61.35
Tej,561137808553555,1,,,
Teksee,563798098502555,1,,,
Terb,382365978664555,1,5316625099,97,61.49
Terrapod,566736475678556,1,,,
Terry Schuppe And Romaguera,595259511958555,1,,,
Tesex,560906975558555,1,,,
Tessor Cab,565573602597555,1,,,
Tesstech,565161796502555,1,,,
The Arrow,573617211526555,1,,,
The Brown Eagle,563372551507555,1,,,
The Cabana Tee,535768944669555,1,,,
The Food Father,568184464568555,1,,,
The Great,574225162777555,1,,,
The Jelly Fun,576372018551555,1,3151443840,88,59.01
The Lorex,563374557502555,1,1089863838,54,48.67
The Mobe,588669365551555,1,1265591650,30,11.94
The Moulton Shuttle,586342185564555,1,,,
The Odd Things,560177342561555,1,,,
The Origin,568051069553555,1,,,
The Pyramid,568506148557555,1,6728868010,9,61.35
The Rolling Scone,561067625516555,1,,,
The White Coconut,562638055529555,1,976158569,1544,32.19
Thiel Torp And Fritsch,595443180578555,1,,,
Thin Curve,579110292657555,1,,,
Thin Mist,565265177502555,1,,,
Thyme Tulip,568995582573555,1,,,
Tie Tie,568772524574555,1,,,
Tinkerbell,568595994578556,1,,,
Tiny Bee,112920389866555,1,8481351712,26,10.60
Tiny Too,569345510857555,1,,,
Tinybrite,512031793553555,1,8055909625,400,49.24
Too,596906138582555,1,,,
Toughland,309133091870555,1,3586567407,16,10.84
Tour Nest,588978236581555,1,,,
Towne Group,576437468967555,1,1988211348,113,33.65
Transtree,568970235578555,1,,,
Trantow And Sons,453861705873555,1,,,
Treat Day,579348330557555,1,,,
Treefoils,562807965553555,1,,,
Trendy TeeS,408876172566555,1,,,
Tribe Concrete,586275237551555,1,,,
Triffid,562822937658555,1,,,
Trigger,572578770562555,1,1380616308,97,30.26
Trim,565572513574555,1,4636706951,245,32.68
Tringle,560706599978555,1,,,
Triumph,963517668569555,1,,,
Trixie,563363236557555,1,,,
Trixxie,518302022859555,1,,,
Troops,568710872579555,1,8159782919,347,33.72
Troppo,560834033573555,1,1027596068,29,59.14
True Joy,568622077573555,1,340275103,41,28.13
Truefill,568282995578556,1,,,
Truffly,568621234579555,1,1506880511,55,25.03
Try Trender,295716095551555,1,15561110,2,40.17
Tumbaa,390031396527555,1,1920061957,300,36.21
Turban Tee,765584805671555,1,,,
Tweety,566808274590555,1,,,
Twiist,597537106572555,1,12897473,3,41.73
Twink,596425683859555,1,,,
Two Happy,564069075502555,1,5868674264,114,27.36
Two Smile,563942157574555,1,1653462389,82,32.67
Uffizi,568052471557555,1,,,
Uglify,561883609866555,1,,,
Ullrich Llc,515106065581555,1,217658184,3,61.35
Ultra,565178121578555,1,,,
Ulysses,563379036502555,1,73279291,3,61.35
Umang,578678010559555,1,,,
Uncock,568056902559555,1,3519628176,98,30.83
Uniko,568794660578555,1,,,
Universal,517210929589555,1,,,
Unpick,572420367869555,1,,,
Unzips,518480952550555,1,,,
Up Gusty,563792792502555,1,1516665,3,50.73
Upgaze,565269219502555,1,51217092,61,60.12
Uphold,577306926858555,1,,,
Upjohn,272156048581555,1,26996230,6,61.35
Uplock,565555320502555,1,1128262615,30,58.69
Upton Tillman And Sanford,869016292958555,1,,,
Urban Time,561280234598555,1,,,
Urbane,568689961589555,1,,,
Urbn Kiss,568785221669555,1,9045634356,191,30.86
Urfeel,560834835652555,1,,,
Urtrust,569753648668555,1,,,
Vanilla Wafer,398337522658555,1,,,
Vasant,568641133588556,1,,,
Veau+,513031048768555,1,,,
Vegas,573331472651555,1,,,
Vimio,256738666886555,1,,,
Violet Taxi,575584318660555,1,,,
Virgin Squeeze,561094488886555,1,7142390,18,61.35
Visio World,496248789672555,1,,,
Vitonica,568934571574555,1,,,
Viva,568656125574555,1,3703774579,1978,32.53
Vivant,569020493677555,1,161193897,23,16.26
Vivante,566980913676555,1,151527988,28,43.32
Vivid Led,480080451987555,1,,,
Vivid Lipstick,512478416866555,1,,,
Walsh Kulas And Wisoky,570573078656555,1,,,
Waterfall,560387588560555,1,1823266110,2,61.35
Waters Inc,314093809526555,1,2870887877,50,30.69
Wavefront Agency,485091212560555,1,180769693,7,10.47
Waves,586432125598555,1,,,
Waybeat,566604754659555,1,,,
Ways,568701010560555,1,,,
Welch Becker And Toy,265070311987555,1,1936634870,34,57.25
Well WillyS Taxi,586993730886555,1,1237683220,204,61.35
Wellfree,565135883507555,1,,,
West Bay,511152747519555,1,84171884,29,33.81
Wheel Box,565140012507555,1,,,
Whista,765575102672555,1,,,
White Aqua,569268324670555,1,3214990310,36,21.44
White Cube,563408413550555,1,,,
White Monkey,562596550058555,1,91750115,3,61.35
White Thunder,564292873670555,1,,,
Whore Wish,575710525502555,1,1641753978,99,11.58
Wild Wolf,596864939581555,1,51119322,27,42.66
Wildforce,566613862856555,1,,,
Willfull,200453109973555,1,,,
Williamson  Corkery,563720940950556,1,,,
Williamson Mertz And Dicki,096180364951555,1,,,
Wind River,561012993589555,1,4885302401,1336,31.01
Windler And Sons,560377645886555,1,,,
Wings,587443982866555,1,,,
Wish Patty,566575301763555,1,1566425285,403,68.79
Wize,766605173662555,1,2486738388,32,57.98
Wolf Group,317521560660555,1,,,
Wonder Wish,294931535761555,1,,,
Wooder,562271422878555,1,352561595,2,61.35
Woodgrip,568083540589555,1,,,
Wooqu,560052709878555,1,1546527826,22,11.01
Workflow,616468719876555,1,,,
Workshape,565556849516555,1,,,
Wunsch Kub And Beier,480184749664555,1,,,
Xcellent Lightings,499705191668555,1,,,
Xenus,576456492567555,1,79914765,19,61.35
Xplor,568941485578555,1,,,
Yeh Loaf,451447721676555,1,,,
Yoga Day,578781101987555,1,693741110,2,61.35
Yummy Moo,563791305502555,1,,,
Yuvan,525183944651556,1,,,
Zapirri,563373425502555,1,,,
Zappix,969980793991555,1,,,
Zedo,571884474860555,1,,,
Zeel,568496795554555,1,,,
Zelssy,527155215759555,1,9651717282,351,61.31
Zeppoli,570899804562555,1,1290524792,24,53.69
Zeppoll,570375639670555,1,,,
Zestrum,565575171576555,1,,,
Zesty Cannes,515106974589555,1,,,
Ziemann Denesik And Ryan,568642398967556,1,,,
Zieme Spinka And Tromp,765296301987555,1,833064771,306,32.64
Ziniq,568021484952555,1,6355555,1,61.35
Zoonic,375884611667555,1,3720517745,59,13.77
Zulauf O'Kon And Howell,569925933886555,1,,,
Zuper,568197045553555,1,,,
